Nume clasa statistica:,serii zilnice
Observatii despre clasa statistica:,
Nota despre clasa statistica:, serii disponibile pentru perioada ianuarie 1998 - iunie 2005
Metodologie:,

Data;şiling austriac (ROL) CURSROLZ_ATS;dolar australian (ROL) CURSROLZ_AUD;franc belgian (ROL) CURSROLZ_BEF;dolar canadian (ROL) CURSROLZ_CAD;franc elveţian (ROL) CURSROLZ_CHF;coroană cehă (ROL) CURSROLZ_CZK;marcă germană (ROL) CURSROLZ_DEM;coroană daneză (ROL) CURSROLZ_DKK;liră egipteană (ROL) CURSROLZ_EGP;peseta spaniolă (ROL) CURSROLZ_ESP;EURO (ROL) CURSROLZ_EUR;marcă finlandeză (ROL) CURSROLZ_FIM;franc francez (ROL) CURSROLZ_FRF;liră sterlină (ROL) CURSROLZ_GBP;drahmă grecescă (ROL) CURSROLZ_GRD;forint unguresc (ROL) CURSROLZ_HUF;liră irlandeză (ROL) CURSROLZ_IEP;liră italiană (ROL) CURSROLZ_ITL;yen japonez (ROL) CURSROLZ_JPY;leu moldovenesc (ROL) CURSROLZ_MDL;gulden olandez (ROL) CURSROLZ_NLG;coroană norvrgiană (ROL) CURSROLZ_NOK;zlot polonez (ROL) CURSROLZ_PLN;escudos portughez (ROL) CURSROLZ_PTE;coroană suedeză (ROL) CURSROLZ_SEK;liră turcescă (ROL) CURSROLZ_TRL;noua liră turcească (ROL) CURSROLZ_TRY;dolar SUA (ROL) CURSROLZ_USD;gram aur (ROL) CURSROLZ_XAU;DST (ROL) CURSROLZ_XDR;ECU (ROL) CURSROLZ_XEU
26.11.2004;-;23481;-;25291;25986;1272;-;5304;4778;-;39401;-;-;56327;-;161;-;-;289,43;2388;-;4850;9339;-;4409;0,021;-;29813;432686;45738;-
25.11.2004;-;23643;-;25346;26097;1272;-;5306;4776;-;39418;-;-;56328;-;161;-;-;291,13;2402;-;4851;9344;-;4415;0,021;-;29867;433837;45758;-
24.11.2004;-;23707;-;25464;26106;1274;-;5323;4823;-;39555;-;-;56491;-;161;-;-;292,02;2425;-;4861;9394;-;4431;0,021;-;30070;434049;45966;-
23.11.2004;-;23694;-;25471;26000;1270;-;5304;4839;-;39416;-;-;56361;-;161;-;-;292,46;2422;-;4832;9366;-;4398;0,021;-;30219;434670;45927;-
22.11.2004;-;23765;-;25529;26144;1275;-;5330;4871;-;39610;-;-;56352;-;160;-;-;294,72;2436;-;4853;9378;-;4419;0,021;-;30393;436776;46152;-
19.11.2004;-;23848;-;25392;26187;1270;-;5337;4903;-;39657;-;-;56572;-;160;-;-;293,92;2437;-;4880;9320;-;4421;0,021;-;30473;435267;46179;-
18.11.2004;-;23930;-;25552;26280;1275;-;5367;4900;-;39887;-;-;56762;-;163;-;-;293,82;2451;-;4913;9389;-;4439;0,021;-;30575;436771;46428;-
17.11.2004;-;23685;-;25543;26109;1267;-;5337;4886;-;39668;-;-;56624;-;163;-;-;291,41;2451;-;4896;9310;-;4429;0,021;-;30416;434735;46208;-
16.11.2004;-;23516;-;25501;25901;1258;-;5313;4873;-;39485;-;-;56399;-;162;-;-;289,01;2443;-;4878;9259;-;4402;0,021;-;30434;428258;46017;-
15.11.2004;-;23746;-;25673;26099;1265;-;5350;4960;-;39762;-;-;56892;-;163;-;-;291,35;2465;-;4917;9317;-;4436;0,021;-;30726;433591;46374;-
12.11.2004;-;23857;-;26105;26472;1277;-;5418;5031;-;40259;-;-;57550;-;164;-;-;294,17;2505;-;4951;9392;-;4486;0,021;-;31159;437561;46936;-
11.11.2004;-;23768;-;26129;26521;1282;-;5432;5013;-;40367;-;-;57779;-;165;-;-;293,12;2495;-;4955;9428;-;4465;0,021;-;31332;436589;46986;-
10.11.2004;-;23840;-;26160;26577;1290;-;5452;5010;-;40512;-;-;58136;-;165;-;-;295,22;2515;-;4947;9506;-;4464;0,021;-;31302;437988;47293;-
09.11.2004;-;23775;-;26276;26543;1291;-;5455;5051;-;40546;-;-;58226;-;165;-;-;296,99;2507;-;4929;9499;-;4447;0,022;-;31440;436784;47410;-
08.11.2004;-;23835;-;26245;26609;1294;-;5470;5018;-;40659;-;-;58397;-;166;-;-;297,60;2529;-;4967;9511;-;4477;0,022;-;31398;436967;47595;-
05.11.2004;-;23412;-;25615;25996;1267;-;5356;4979;-;39814;-;-;56999;-;162;-;-;291,47;2481;-;4866;9292;-;4372;0,021;-;30950;426932;46512;-
04.11.2004;-;23234;-;25425;25773;1253;-;5307;4913;-;39447;-;-;56705;-;161;-;-;289,04;2486;-;4836;9144;-;4351;0,021;-;30710;421070;46280;-
03.11.2004;-;23440;-;25541;25902;1262;-;5346;4999;-;39731;-;-;57498;-;162;-;-;292,93;2496;-;4858;9203;-;4385;0,021;-;31278;424153;46788;-
02.11.2004;-;23807;-;26065;26491;1288;-;5459;5110;-;40577;-;-;58519;-;165;-;-;300,06;2549;-;4967;9417;-;4486;0,022;-;31939;436571;47682;-
01.11.2004;-;23871;-;26210;26632;1296;-;5490;5143;-;40807;-;-;58711;-;166;-;-;300,97;2567;-;5010;9459;-;4506;0,022;-;32013;440515;48018;-
29.10.2004;-;23922;-;26234;26705;1295;-;5498;5144;-;40870;-;-;58654;-;166;-;-;302,33;2585;-;5014;9438;-;4514;0,022;-;32057;439374;48028;-
28.10.2004;-;23997;-;26247;26663;1294;-;5498;5163;-;40871;-;-;58765;-;166;-;-;302,02;2567;-;4992;9417;-;4525;0,022;-;32136;437821;47914;-
27.10.2004;-;23906;-;26169;26701;1294;-;5502;5139;-;40908;-;-;58911;-;166;-;-;300,48;2568;-;4999;9401;-;4533;0,022;-;32071;439043;47980;-
26.10.2004;-;23913;-;26197;26755;1297;-;5515;5142;-;41003;-;-;58900;-;166;-;-;299,90;2580;-;4975;9386;-;4533;0,022;-;32062;440233;48106;-
25.10.2004;-;24033;-;26306;26822;1304;-;5527;5133;-;41092;-;-;59134;-;166;-;-;301,74;2624;-;4997;9480;-;4518;0,022;-;32076;442891;48575;-
22.10.2004;-;23999;-;26228;26699;1301;-;5526;5205;-;41086;-;-;59334;-;166;-;-;302,34;2631;-;4998;9559;-;4517;0,022;-;32552;442059;48561;-
21.10.2004;-;23968;-;26123;26750;1303;-;5526;5218;-;41096;-;-;59555;-;166;-;-;302,86;2642;-;4986;9533;-;4528;0,022;-;32571;445376;48460;-
20.10.2004;-;23979;-;26117;26715;1306;-;5527;5224;-;41108;-;-;59097;-;167;-;-;301,32;2662;-;4985;9561;-;4526;0,022;-;32679;443319;48653;-
19.10.2004;-;23912;-;26125;26738;1312;-;5536;5269;-;41179;-;-;59216;-;167;-;-;302,60;2674;-;4999;9594;-;4535;0,022;-;32912;441046;48784;-
18.10.2004;-;24180;-;26351;26840;1316;-;5553;5309;-;41302;-;-;59689;-;167;-;-;302,78;2704;-;5025;9631;-;4538;0,022;-;33104;445576;49047;-
15.10.2004;-;24219;-;26429;26684;1308;-;5532;5318;-;41146;-;-;59701;-;166;-;-;303,47;2722;-;5009;9541;-;4517;0,022;-;33216;446046;48959;-
14.10.2004;-;24262;-;26564;26735;1313;-;5553;5352;-;41301;-;-;60100;-;167;-;-;305,14;2732;-;5039;9620;-;4554;0,022;-;33406;445501;49422;-
13.10.2004;-;24109;-;26253;26461;1298;-;5501;5328;-;40920;-;-;59485;-;166;-;-;302,37;2712;-;4982;9497;-;4514;0,022;-;33222;440440;48775;-
12.10.2004;-;24220;-;26455;26457;1306;-;5509;5336;-;40980;-;-;59547;-;166;-;-;302,94;2697;-;4998;9552;-;4527;0,022;-;33302;447526;48833;-
11.10.2004;-;24291;-;26346;26455;1306;-;5510;5291;-;40995;-;-;59331;-;167;-;-;302,56;2719;-;4982;9506;-;4530;0,022;-;33048;448105;48851;-
08.10.2004;-;24251;-;26481;26466;1309;-;5521;5346;-;41074;-;-;59597;-;167;-;-;302,26;2722;-;4957;9491;-;4536;0,022;-;33335;447809;48902;-
07.10.2004;-;24280;-;26559;26437;1309;-;5519;5356;-;41068;-;-;59493;-;167;-;-;300,45;2722;-;4962;9457;-;4544;0,022;-;33436;449151;48967;-
06.10.2004;-;24122;-;26453;26433;1307;-;5519;5359;-;41057;-;-;59520;-;167;-;-;300,63;2721;-;4967;9525;-;4546;0,022;-;33457;449633;48877;-
05.10.2004;-;24121;-;26285;26458;1307;-;5523;5358;-;41094;-;-;59682;-;167;-;-;301,38;2724;-;4958;9513;-;4539;0,022;-;33449;445364;48990;-
04.10.2004;-;24036;-;26274;26532;1304;-;5530;5322;-;41150;-;-;59664;-;167;-;-;300,49;2727;-;4962;9485;-;4556;0,022;-;33263;445687;48714;-
01.10.2004;-;23986;-;26238;26557;1302;-;5531;5317;-;41156;-;-;59677;-;167;-;-;300,22;2742;-;4939;9409;-;4559;0,022;-;33157;446061;48721;-
30.09.2004;-;23885;-;26241;26484;1301;-;5527;5339;-;41127;-;-;59969;-;167;-;-;300,87;2750;-;4924;9375;-;4539;0,022;-;33340;442346;49010;-
29.09.2004;-;23889;-;26228;26457;1300;-;5519;5338;-;41071;-;-;60305;-;166;-;-;300,01;2757;-;4918;9424;-;4535;0,022;-;33321;440958;48872;-
28.09.2004;-;23870;-;26233;26492;1303;-;5527;5351;-;41120;-;-;60582;-;167;-;-;299,78;2761;-;4923;9382;-;4543;0,022;-;33401;440930;49193;-
27.09.2004;-;23934;-;26284;26547;1302;-;5528;5377;-;41121;-;-;60494;-;167;-;-;302,43;2754;-;4918;9422;-;4543;0,022;-;33523;440511;49047;-
24.09.2004;-;23799;-;26120;26591;1302;-;5529;5373;-;41133;-;-;60202;-;167;-;-;302,63;2749;-;4927;9440;-;4549;0,022;-;33424;440657;49060;-
23.09.2004;-;23903;-;26140;26668;1307;-;5544;5359;-;41238;-;-;60245;-;168;-;-;302,36;2772;-;4943;9470;-;4553;0,022;-;33485;439555;49353;-
22.09.2004;-;23573;-;25972;26558;1302;-;5521;5375;-;41060;-;-;59880;-;167;-;-;303,10;2761;-;4875;9482;-;4534;0,022;-;33346;437496;49075;-
21.09.2004;-;23573;-;26030;26609;1308;-;5531;5380;-;41143;-;-;60225;-;167;-;-;306,20;2796;-;4901;9531;-;4542;0,022;-;33616;439067;49530;-
20.09.2004;-;23705;-;26127;26659;1314;-;5540;5439;-;41208;-;-;60587;-;167;-;-;308,78;2783;-;4896;9551;-;4536;0,022;-;33917;440550;49557;-
17.09.2004;-;23524;-;26080;26566;1307;-;5523;5413;-;41083;-;-;60425;-;166;-;-;306,17;2787;-;4872;9444;-;4512;0,022;-;33657;438045;49406;-
16.09.2004;-;23526;-;26088;26641;1307;-;5525;5414;-;41096;-;-;60355;-;166;-;-;308,22;2769;-;4881;9452;-;4503;0,023;-;33836;439987;49219;-
15.09.2004;-;23564;-;25936;26715;1310;-;5538;5412;-;41192;-;-;60191;-;166;-;-;307,04;2777;-;4905;9462;-;4519;0,023;-;33644;437631;49348;-
14.09.2004;-;23466;-;25808;26597;1303;-;5520;5400;-;41056;-;-;60252;-;165;-;-;305,36;2763;-;4910;9352;-;4512;0,022;-;33538;435140;49222;-
13.09.2004;-;23408;-;25961;26660;1297;-;5526;5390;-;41098;-;-;60279;-;165;-;-;305,37;2776;-;4923;9341;-;4520;0,022;-;33532;432369;49229;-
10.09.2004;-;23284;-;26147;26706;1294;-;5535;5405;-;41155;-;-;60252;-;164;-;-;306,00;2786;-;4935;9344;-;4520;0,023;-;33696;433817;49382;-
09.09.2004;-;23423;-;26181;26729;1299;-;5533;5419;-;41142;-;-;60233;-;165;-;-;307,43;2819;-;4948;9360;-;4515;0,023;-;33774;433584;49781;-
08.09.2004;-;23461;-;26227;26643;1288;-;5504;5437;-;40925;-;-;60246;-;164;-;-;309,42;2796;-;4909;9314;-;4500;0,023;-;33885;433794;49416;-
07.09.2004;-;23558;-;26139;26820;1298;-;5528;5441;-;41106;-;-;60503;-;166;-;-;309,95;2790;-;4933;9368;-;4503;0,023;-;33965;438709;49428;-
06.09.2004;-;23443;-;26058;26628;1287;-;5492;5437;-;40844;-;-;60224;-;165;-;-;307,43;2773;-;4907;9256;-;4475;0,022;-;33852;437322;49113;-
03.09.2004;-;23402;-;25877;26666;1291;-;5501;5428;-;40912;-;-;60209;-;165;-;-;307,25;2779;-;4921;9243;-;4480;0,022;-;33627;438594;49203;-
02.09.2004;-;23522;-;25714;26661;1289;-;5503;5397;-;40931;-;-;60286;-;165;-;-;307,45;2779;-;4906;9224;-;4485;0,022;-;33623;440563;49290;-
01.09.2004;-;23670;-;25618;26605;1285;-;5506;5412;-;40950;-;-;60456;-;165;-;-;307,79;2809;-;4893;9216;-;4482;0,022;-;33666;441562;49391;-
31.08.2004;-;23679;-;25749;26566;1286;-;5510;5468;-;40977;-;-;60851;-;165;-;-;308,58;2808;-;4873;9221;-;4490;0,022;-;33900;445072;49591;-
30.08.2004;-;23771;-;25835;26587;1288;-;5509;5452;-;40969;-;-;60839;-;165;-;-;309,06;2808;-;4902;9204;-;4485;0,023;-;34008;443145;49550;-
27.08.2004;-;23955;-;25925;26613;1288;-;5514;5468;-;41010;-;-;61013;-;165;-;-;309,42;2811;-;4905;9177;-;4494;0,022;-;33902;443588;49440;-
26.08.2004;-;23985;-;25978;26637;1289;-;5517;5458;-;41025;-;-;61031;-;164;-;-;308,38;2812;-;4922;9201;-;4484;0,022;-;33985;443723;49553;-
25.08.2004;-;23929;-;25945;26604;1292;-;5509;5442;-;40970;-;-;60877;-;164;-;-;307,59;2800;-;4927;9228;-;4474;0,023;-;33875;441284;49366;-
24.08.2004;-;23950;-;25893;26634;1298;-;5519;5427;-;41045;-;-;61020;-;165;-;-;307,49;2779;-;4962;9248;-;4478;0,022;-;33758;441394;49239;-
23.08.2004;-;24161;-;25813;26723;1298;-;5533;5379;-;41154;-;-;60951;-;163;-;-;306,08;2773;-;4977;9230;-;4479;0,022;-;33553;442357;49329;-
20.08.2004;-;24025;-;25588;26663;1296;-;5513;5335;-;40998;-;-;60729;-;163;-;-;303,84;2756;-;4959;9186;-;4454;0,022;-;33212;433005;48935;-
19.08.2004;-;23940;-;25512;26753;1298;-;5523;5361;-;41079;-;-;60696;-;165;-;-;303,36;2769;-;4946;9186;-;4453;0,023;-;33215;433868;49061;-
18.08.2004;-;23684;-;25336;26598;1296;-;5490;5321;-;40822;-;-;60495;-;165;-;-;301,07;2752;-;4913;9181;-;4428;0,023;-;33100;429043;48742;-
17.08.2004;-;23768;-;25353;26635;1298;-;5495;5313;-;40864;-;-;60828;-;165;-;-;299,90;2753;-;4933;9227;-;4428;0,023;-;33100;427275;48801;-
16.08.2004;-;23820;-;25305;26725;1302;-;5508;5354;-;40970;-;-;61195;-;165;-;-;299,42;2793;-;4946;9208;-;4435;0,023;-;33197;426157;49078;-
13.08.2004;-;23667;-;25084;26564;1293;-;5482;5363;-;40776;-;-;60715;-;164;-;-;299,16;2768;-;4920;9151;-;4423;0,023;-;33416;422038;48881;-
12.08.2004;-;23867;-;25211;26571;1298;-;5499;5362;-;40898;-;-;61087;-;165;-;-;301,57;2785;-;4916;9267;-;4445;0,023;-;33348;424983;49040;-
11.08.2004;-;23724;-;25151;26393;1292;-;5473;5339;-;40704;-;-;60839;-;164;-;-;299,65;2761;-;4884;9166;-;4426;0,023;-;33292;424143;48747;-
10.08.2004;-;23721;-;25157;26467;1297;-;5478;5334;-;40724;-;-;60923;-;165;-;-;299,25;2770;-;4901;9304;-;4435;0,023;-;33167;425748;48883;-
09.08.2004;-;23870;-;25373;26544;1295;-;5494;5363;-;40846;-;-;61358;-;165;-;-;301,24;2827;-;4901;9331;-;4441;0,023;-;33296;426786;49357;-
06.08.2004;-;23831;-;25691;26564;1293;-;5496;5480;-;40862;-;-;61879;-;165;-;-;303,82;2831;-;4899;9296;-;4447;0,023;-;33892;427293;49506;-
05.08.2004;-;23918;-;25775;26624;1290;-;5506;5440;-;40941;-;-;61929;-;164;-;-;305,42;2848;-;4884;9275;-;4455;0,023;-;33932;427628;49617;-
04.08.2004;-;23973;-;25855;26648;1292;-;5516;5478;-;41010;-;-;62132;-;164;-;-;306,28;2853;-;4876;9249;-;4461;0,023;-;34128;431192;49700;-
03.08.2004;-;23979;-;25736;26757;1298;-;5535;5499;-;41156;-;-;62329;-;164;-;-;308,57;2854;-;4883;9311;-;4470;0,023;-;34232;429983;49875;-
02.08.2004;-;23977;-;25614;26732;1297;-;5518;5452;-;41036;-;-;62218;-;165;-;-;306,67;2846;-;4873;9367;-;4451;0,023;-;33980;429565;49689;-
30.07.2004;-;23909;-;25809;26681;1294;-;5526;5490;-;41088;-;-;61935;-;166;-;-;305,79;2855;-;4871;9382;-;4450;0,023;-;34104;427250;49717;-
29.07.2004;-;23893;-;25662;26733;1296;-;5531;5538;-;41124;-;-;62093;-;166;-;-;304,72;2860;-;4870;9336;-;4459;0,023;-;34203;427578;49773;-
28.07.2004;-;23814;-;25631;26773;1301;-;5530;5539;-;41117;-;-;62181;-;166;-;-;307,08;2823;-;4856;9314;-;4463;0,023;-;34194;424984;49613;-
27.07.2004;-;24082;-;25415;26824;1302;-;5538;5450;-;41178;-;-;62339;-;166;-;-;308,02;2833;-;4850;9278;-;4474;0,023;-;33806;426461;49670;-
26.07.2004;-;24125;-;25704;26859;1306;-;5535;5433;-;41159;-;-;62310;-;165;-;-;308,12;2826;-;4837;9262;-;4472;0,023;-;33863;426522;49518;-
23.07.2004;-;23940;-;25557;26914;1308;-;5534;5424;-;41156;-;-;61968;-;165;-;-;306,69;2806;-;4855;9304;-;4478;0,023;-;33769;426079;49385;-
22.07.2004;-;24004;-;25316;26797;1306;-;5522;5389;-;41063;-;-;61712;-;164;-;-;306,06;2795;-;4841;9208;-;4467;0,023;-;33468;425456;49224;-
21.07.2004;-;24146;-;25324;26803;1311;-;5529;5373;-;41124;-;-;61604;-;165;-;-;306,38;2771;-;4842;9238;-;4481;0,023;-;33389;429792;49208;-
20.07.2004;-;24089;-;25185;26759;1308;-;5504;5295;-;40928;-;-;61292;-;164;-;-;304,00;2758;-;4826;9164;-;4447;0,023;-;32952;429270;48902;-
19.07.2004;-;24180;-;25221;26823;1313;-;5509;5313;-;40962;-;-;61667;-;164;-;-;304,35;2772;-;4836;9276;-;4453;0,023;-;32999;431372;48976;-
16.07.2004;-;24034;-;25153;26886;1309;-;5522;5365;-;41055;-;-;61649;-;164;-;-;302,90;2778;-;4854;9259;-;4464;0,023;-;33207;430979;49030;-
15.07.2004;-;23945;-;25051;26820;1307;-;5510;5336;-;40970;-;-;61337;-;164;-;-;303,16;2770;-;4811;9250;-;4456;0,023;-;33169;430788;48946;-
14.07.2004;-;24034;-;25121;26883;1303;-;5515;5369;-;41006;-;-;61543;-;164;-;-;304,16;2774;-;4813;9167;-;4453;0,023;-;33155;429864;49069;-
13.07.2004;-;23975;-;25004;26890;1303;-;5506;5327;-;40942;-;-;61488;-;163;-;-;305,34;2758;-;4843;9152;-;4443;0,023;-;33082;430031;48999;-
12.07.2004;-;23905;-;24964;26905;1299;-;5495;5304;-;40856;-;-;61318;-;162;-;-;304,66;2757;-;4826;9059;-;4441;0,023;-;32875;431634;48905;-
09.07.2004;-;23827;-;25047;26918;1296;-;5503;5296;-;40915;-;-;61108;-;163;-;-;304,53;2769;-;4839;9015;-;4455;0,023;-;33035;431827;48974;-
08.07.2004;-;23779;-;24970;26925;1300;-;5501;5322;-;40893;-;-;61203;-;163;-;-;303,70;2766;-;4843;9032;-;4460;0,023;-;33131;428099;48965;-
07.07.2004;-;23848;-;25018;26918;1293;-;5497;5306;-;40874;-;-;61225;-;163;-;-;304,79;2783;-;4849;9031;-;4456;0,023;-;33044;422194;48911;-
06.07.2004;-;23784;-;25157;26916;1287;-;5501;5352;-;40913;-;-;61051;-;163;-;-;304,65;2786;-;4828;9041;-;4451;0,023;-;33307;426368;49377;-
05.07.2004;-;23657;-;25043;26853;1282;-;5482;5329;-;40760;-;-;60763;-;163;-;-;304,93;2805;-;4795;9016;-;4435;0,023;-;33164;424842;49193;-
02.07.2004;-;23470;-;25004;26699;1273;-;5457;5368;-;40570;-;-;60734;-;162;-;-;306,41;2793;-;4770;8983;-;4421;0,023;-;33384;423824;48973;-
01.07.2004;-;23428;-;25078;26659;1274;-;5464;5362;-;40617;-;-;60668;-;162;-;-;308,93;2796;-;4825;9025;-;4429;0,023;-;33393;423654;48995;-
30.06.2004;-;23101;-;24854;26607;1275;-;5465;5379;-;40615;-;-;60561;-;161;-;-;307,40;2797;-;4825;8977;-;4445;0,022;-;33473;423979;48981;-
29.06.2004;-;23335;-;24892;26678;1275;-;5480;5403;-;40727;-;-;60969;-;161;-;-;308,81;2802;-;4883;8954;-;4463;0,022;-;33508;427190;49023;-
28.06.2004;-;23393;-;24854;26776;1282;-;5482;5392;-;40745;-;-;61160;-;161;-;-;309,51;2813;-;4903;8978;-;4449;0,022;-;33489;432996;49265;-
25.06.2004;-;23442;-;24908;26916;1286;-;5482;5425;-;40744;-;-;61205;-;161;-;-;311,65;2819;-;4902;8922;-;4451;0,022;-;33613;433140;49270;-
24.06.2004;-;23472;-;24896;27048;1285;-;5496;5434;-;40848;-;-;61241;-;161;-;-;313,00;2831;-;4876;8968;-;4458;0,023;-;33718;430051;49448;-
23.06.2004;-;23017;-;24665;26746;1274;-;5462;5388;-;40597;-;-;60856;-;160;-;-;307,73;2812;-;4863;8865;-;4424;0,022;-;33503;425792;49155;-
22.06.2004;-;23151;-;24664;26864;1276;-;5468;5444;-;40645;-;-;61254;-;159;-;-;309,50;2815;-;4875;8853;-;4437;0,023;-;33653;426722;49204;-
21.06.2004;-;23184;-;24630;26965;1277;-;5475;5401;-;40696;-;-;61637;-;160;-;-;310,31;2830;-;4867;8877;-;4451;0,023;-;33640;426056;49416;-
18.06.2004;-;23188;-;24703;26972;1281;-;5482;5478;-;40750;-;-;62124;-;159;-;-;310,29;2827;-;4857;8891;-;4449;0,023;-;33910;423988;49527;-
17.06.2004;-;23265;-;24700;26901;1285;-;5481;5449;-;40752;-;-;62009;-;161;-;-;309,63;2824;-;4884;8913;-;4454;0,023;-;33842;420039;49384;-
16.06.2004;-;23423;-;24633;26762;1282;-;5489;5424;-;40799;-;-;61686;-;161;-;-;307,46;2827;-;4909;8930;-;4464;0,023;-;33767;420346;49346;-
15.06.2004;-;23050;-;24541;26803;1285;-;5475;5448;-;40692;-;-;61339;-;161;-;-;303,84;2821;-;4901;8911;-;4441;0,022;-;33804;415376;49361;-
14.06.2004;-;23278;-;24832;26916;1298;-;5484;5470;-;40766;-;-;61432;-;161;-;-;306,35;2829;-;4878;8932;-;4441;0,022;-;33924;418627;49458;-
11.06.2004;-;23503;-;24864;27057;1301;-;5486;5450;-;40780;-;-;61919;-;161;-;-;308,31;2813;-;4914;8895;-;4449;0,023;-;33964;419596;49475;-
10.06.2004;-;23405;-;24879;26991;1302;-;5492;5472;-;40853;-;-;61931;-;161;-;-;307,91;2790;-;4958;8893;-;4471;0,023;-;33871;418416;49387;-
09.06.2004;-;23349;-;24790;26895;1303;-;5492;5377;-;40852;-;-;61455;-;162;-;-;307,09;2759;-;4984;8877;-;4495;0,022;-;33429;418117;48996;-
08.06.2004;-;23293;-;24620;26775;1304;-;5482;5309;-;40754;-;-;60945;-;162;-;-;301,23;2752;-;4972;8860;-;4474;0,023;-;33046;419837;48759;-
07.06.2004;-;23224;-;24578;26788;1301;-;5489;5351;-;40806;-;-;60941;-;162;-;-;300,96;2780;-;4977;8757;-;4466;0,022;-;33123;418912;49045;-
04.06.2004;-;23086;-;24461;26665;1300;-;5483;5379;-;40766;-;-;61344;-;162;-;-;300,73;2777;-;4976;8765;-;4454;0,022;-;33372;416461;48903;-
03.06.2004;-;23202;-;24517;26734;1296;-;5488;5383;-;40809;-;-;61169;-;162;-;-;301,38;2775;-;4983;8774;-;4470;0,022;-;33376;419895;48918;-
02.06.2004;-;23324;-;24367;26726;1296;-;5487;5350;-;40806;-;-;61312;-;162;-;-;300,13;2775;-;4978;8735;-;4471;0,022;-;33250;423461;49072;-
01.06.2004;-;23817;-;24436;26687;1288;-;5484;5349;-;40793;-;-;61209;-;162;-;-;304,10;2782;-;4978;8779;-;4484;0,022;-;33257;423879;48928;-
31.05.2004;-;23945;-;24533;26681;1289;-;5485;5373;-;40796;-;-;61287;-;162;-;-;305,34;2772;-;4974;8773;-;4483;0,022;-;33391;421837;48932;-
28.05.2004;-;23778;-;24496;26664;1283;-;5486;5380;-;40806;-;-;61078;-;162;-;-;300,47;2797;-;4965;8776;-;4480;0,022;-;33299;421940;49066;-
27.05.2004;-;23863;-;24525;26515;1278;-;5476;5429;-;40740;-;-;61153;-;162;-;-;300,31;2802;-;4983;8752;-;4483;0,022;-;33524;421791;49143;-
26.05.2004;-;23829;-;24579;26510;1286;-;5476;5422;-;40741;-;-;61067;-;162;-;-;301,84;2820;-;4959;8729;-;4471;0,022;-;33591;422271;49147;-
25.05.2004;-;23739;-;24688;26560;1287;-;5487;5429;-;40826;-;-;61071;-;162;-;-;299,96;2862;-;4965;8808;-;4473;0,022;-;33819;421611;49432;-
24.05.2004;-;23774;-;24841;26541;1283;-;5478;5525;-;40755;-;-;61001;-;161;-;-;302,76;2843;-;4964;8747;-;4481;0,022;-;34100;420957;49258;-
21.05.2004;-;23712;-;24642;26523;1279;-;5471;5443;-;40706;-;-;60556;-;161;-;-;302,29;2870;-;4927;8656;-;4469;0,022;-;33808;415327;49363;-
20.05.2004;-;23590;-;24677;26416;1273;-;5456;5480;-;40597;-;-;60121;-;161;-;-;299,95;2851;-;4912;8656;-;4472;0,022;-;34011;416167;49091;-
19.05.2004;-;23637;-;24466;26391;1276;-;5461;5446;-;40635;-;-;60392;-;161;-;-;300,37;2863;-;4894;8619;-;4444;0,022;-;33841;414063;49033;-
18.05.2004;-;23260;-;24244;26494;1275;-;5459;5454;-;40616;-;-;59795;-;160;-;-;298,39;2858;-;4924;8558;-;4429;0,022;-;33896;412391;48921;-
17.05.2004;-;23377;-;24459;26411;1267;-;5443;5417;-;40501;-;-;59600;-;158;-;-;297,43;2912;-;4908;8464;-;4403;0,022;-;33690;412250;49232;-
14.05.2004;-;23507;-;24605;26310;1269;-;5445;5562;-;40516;-;-;60135;-;158;-;-;299,40;2911;-;4950;8515;-;4421;0,022;-;34337;412311;49293;-
13.05.2004;-;23467;-;24597;26278;1261;-;5429;5495;-;40400;-;-;60177;-;158;-;-;299,16;2914;-;4941;8461;-;4418;0,022;-;34158;411346;49141;-
12.05.2004;-;23842;-;24574;26256;1263;-;5438;5508;-;40465;-;-;60315;-;160;-;-;301,61;2942;-;4913;8491;-;4413;0,022;-;34071;417256;49296;-
11.05.2004;-;23782;-;24615;26253;1260;-;5444;5506;-;40506;-;-;60308;-;159;-;-;301,29;2953;-;4942;8516;-;4415;0,022;-;34221;415943;48897;-
10.05.2004;-;23696;-;24586;26224;1257;-;5433;5493;-;40425;-;-;60726;-;159;-;-;301,22;2905;-;4993;8501;-;4432;0,022;-;34182;410828;48799;-
07.05.2004;-;24013;-;24206;26030;1251;-;5420;5413;-;40334;-;-;60016;-;160;-;-;302,43;2883;-;4956;8511;-;4437;0,022;-;33429;415828;48688;-
06.05.2004;-;24375;-;24252;26094;1258;-;5438;5371;-;40471;-;-;59820;-;161;-;-;304,72;2894;-;4955;8494;-;4449;0,023;-;33355;420044;48853;-
05.05.2004;-;24279;-;24202;26063;1253;-;5423;5361;-;40355;-;-;59666;-;161;-;-;304,12;2906;-;4928;8490;-;4409;0,023;-;33153;420640;48758;-
04.05.2004;-;24231;-;24385;25927;1246;-;5410;5377;-;40255;-;-;59765;-;160;-;-;303,15;2889;-;4890;8405;-;4401;0,023;-;33358;418958;48843;-
03.05.2004;-;24278;-;24502;25961;1239;-;5415;5435;-;40297;-;-;59748;-;161;-;-;305,88;2867;-;4908;8395;-;4409;0,023;-;33679;420284;48970;-
